Name,Album,Artist,Release_date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time Signature
Evet,Evet,Ebru Gündeş,2008-09-25,193776,49,0.107,0.743,0.877,7.28e-06,0.0741,-5.053,0.0669,115.985,4
Seni Seviyorum,Ahdım Olsun,Ebru Gündeş,2001-10-31,310440,48,0.613,0.42,0.562,0.0,0.124,-7.092,0.0586,133.391,4
Araftayım,Araftayım,Ebru Gündeş,2014-10-16,246219,48,0.125,0.355,0.728,0.0,0.154,-5.711,0.0747,82.411,4
Tanrım,Âşık,Ebru Gündeş,2019-01-31,221359,45,0.365,0.609,0.834,0.0,0.18,-4.506,0.0392,88.974,4
Yakışıklı,Kurtlar Sofrası,Ebru Gündeş,1996-12-13,167466,47,0.439,0.637,0.939,0.0,0.346,-5.925,0.211,103.618,4
Nerdeydin,Araftayım,Ebru Gündeş,2014-10-16,245674,47,0.0671,0.537,0.767,0.0,0.184,-5.54,0.0726,111.188,4
Cumartesi,Beyaz,Ebru Gündeş,2011-01-31,247849,46,0.132,0.724,0.731,0.0,0.134,-6.108,0.0567,138.958,4
Dön Ne Olur,Dön Ne Olur,Ebru Gündeş,1999-12-21,299866,46,0.511,0.575,0.523,0.0,0.0817,-8.071,0.0451,133.02,4
Saygılarımla,Kaçak,Ebru Gündeş,2006-12-14,335568,44,0.455,0.293,0.558,0.0,0.157,-6.399,0.054,157.462,4
Bir Devir Bitti,Araftayım,Ebru Gündeş,2014-10-16,293171,44,0.415,0.52,0.608,0.0,0.324,-6.54,0.0557,155.837,4
Hayrandım,Beyaz,Ebru Gündeş,2011-01-31,260153,44,0.483,0.359,0.538,0.0,0.118,-6.326,0.0374,142.686,4
Ararsam Gelme,Âşık,Ebru Gündeş,2019-01-31,278250,43,0.416,0.346,0.59,0.0,0.157,-5.774,0.0429,89.955,4
Seni Sevmediğim Yalan,Kaçak,Ebru Gündeş,2006-12-14,350850,42,0.748,0.427,0.527,0.0,0.108,-5.568,0.0408,81.089,4
Ağlamayacağım,Beyaz,Ebru Gündeş,2011-01-31,304065,43,0.358,0.418,0.639,0.0,0.117,-7.128,0.117,149.22,4
Kal Benimle,Ebru Gündeş Söylüyor 1,Ebru Gündeş,2022-04-01,222978,38,0.749,0.335,0.511,0.0,0.149,-6.842,0.0518,154.686,4
Senin Olmaya Geldim,Ahdım Olsun,Ebru Gündeş,2001-10-31,274440,40,0.65,0.569,0.556,0.0,0.0982,-6.046,0.044,107.002,4
Çok Mu Gördünüz,Ben Daha Büyümedim,Ebru Gündeş,1995-03-16,270266,40,0.615,0.275,0.452,0.0,0.159,-9.33,0.0489,84.201,4
Sen Yoluna Ben Yoluma,"13,5",Ebru Gündeş,2012-07-06,203702,41,0.0244,0.735,0.915,9.73e-05,0.352,-4.917,0.363,127.044,4
Hayatta Başarılar Diliyorum,Kaçak,Ebru Gündeş,2006-12-14,205008,39,0.256,0.695,0.611,0.0,0.106,-7.585,0.0494,147.949,4
Sevme Yanarsın,Ben Daha Büyümedim,Ebru Gündeş,1995-03-16,201666,39,0.745,0.705,0.7,0.0,0.0829,-7.697,0.0349,114.031,4
Damar,Damar,Mustafa Sandal,2020-09-25,211061,0,0.00928,0.744,0.864,0.0312,0.283,-5.432,0.0715,112.982,4
Kadere Bak,Ben Olsaydım,Mustafa Sandal,2015-06-11,200996,56,0.381,0.705,0.923,3.03e-05,0.107,-4.161,0.0296,135.005,4
İndir,Devamı Var,Mustafa Sandal,2007-06-01,219013,53,0.0323,0.692,0.909,0.00368,0.0453,-5.809,0.067,121.012,4
Gel Bana,Gel Bana,Mustafa Sandal,2019-01-14,183337,52,0.18,0.867,0.583,5.05e-05,0.147,-8.782,0.359,90.017,4
Yoksay,Yoksay,Mustafa Sandal,2021-12-27,228391,49,0.074,0.739,0.866,1.08e-06,0.121,-6.052,0.0538,102.026,4
Kalmadı,Gölgede Aynı,Mustafa Sandal,1996-05-24,235653,49,0.203,0.712,0.698,0.00124,0.0564,-12.0,0.0475,115.066,4
Tesir Altında,Tesir Altında,Mustafa Sandal,2013-08-06,220746,51,0.0696,0.692,0.93,0.0,0.0924,-4.285,0.0365,127.991,4
Demo,Karizma,Mustafa Sandal,2009-07-06,208413,48,0.0912,0.678,0.956,9.76e-06,0.536,-5.328,0.0524,152.001,4
Ben Olsaydım,Ben Olsaydım,Mustafa Sandal,2015-06-11,266938,48,0.0285,0.714,0.95,1.14e-06,0.175,-4.344,0.0357,126.973,4
Yamalı Tövbeler,Yamalı Tövbeler,Mustafa Sandal,2005-07-28,225386,46,0.0136,0.724,0.779,7.07e-05,0.105,-6.831,0.04,125.012,4
Beni Ağlatma,Suç Bende,Mustafa Sandal,1994-07-11,204733,42,0.0469,0.532,0.531,0.000266,0.12,-16.043,0.0508,170.02,4
Araba,Gölgede Aynı,Mustafa Sandal,1996-05-24,281440,46,0.297,0.726,0.659,0.000224,0.254,-14.052,0.0339,125.051,4
Hatırla Beni - Greek Düet,Akışına Bırak,Mustafa Sandal,2000,181971,42,0.167,0.711,0.806,0.0,0.0469,-7.717,0.0412,134.013,4
Suç Bende,Suç Bende,Mustafa Sandal,1994-07-11,195866,41,0.142,0.712,0.478,6.59e-06,0.0898,-15.765,0.0382,125.014,4
İki Tas Çorba,Gölgede Aynı,Mustafa Sandal,1996-05-24,228200,40,0.729,0.619,0.433,0.00215,0.152,-17.763,0.0424,170.178,4
Reset,Reset,Mustafa Sandal,2018-07-03,186055,42,0.0159,0.692,0.875,5.92e-06,0.321,-5.201,0.109,99.999,4
Yok Gerekçem,Aşka Yürek Gerek,Mustafa Sandal,2013-01-22,198720,39,0.161,0.755,0.773,1.18e-05,0.0578,-8.838,0.067,95.006,4
Bu Kız Beni Görmeli,Suç Bende,Mustafa Sandal,1994-07-11,220933,43,0.00163,0.755,0.5,1.74e-05,0.308,-16.785,0.0569,122.909,4
Denize Doğru,Gölgede Aynı,Mustafa Sandal,1996-05-24,249773,40,0.347,0.611,0.295,0.000321,0.128,-15.436,0.0332,140.023,4
Tekrar,Tekrar,Mustafa Sandal,2021-01-25,162663,36,0.122,0.683,0.725,0.00133,0.397,-6.506,0.0356,100.003,4
Tek Geçerim,Akışına Bırak,Mustafa Sandal,2000,222877,39,0.0214,0.729,0.94,0.000557,0.062,-9.754,0.0411,131.696,4
Bize Gidelim,Suç Bende,Mustafa Sandal,1994-07-11,208866,41,0.0113,0.793,0.527,0.0,0.0279,-14.597,0.0581,110.058,4
Ateş Et Ve Unut,Karizma,Mustafa Sandal,2009-07-06,203373,39,0.0239,0.791,0.757,1.9e-06,0.0786,-4.783,0.0393,112.051,4
Ego,Organik,Mustafa Sandal,2012-06-11,195223,39,0.196,0.753,0.823,2.24e-05,0.0696,-5.002,0.0845,128.006,4
Bizim Çocuklar,Bizim Çocuklar,Mustafa Sandal,2021-06-09,194467,38,0.163,0.71,0.747,0.0,0.0942,-7.363,0.1,99.005,4
Sana İhtiyacım Var,Suç Bende,Mustafa Sandal,1994-07-11,209866,37,0.0583,0.75,0.556,0.0,0.0903,-14.34,0.0409,110.003,4
Gel Aşkım,İste,Mustafa Sandal,2004,238893,36,0.105,0.699,0.934,5.61e-06,0.338,-6.247,0.0721,101.003,4
Masum Gibi,Masum Gibi,Mustafa Sandal,2019-07-25,176166,34,0.118,0.766,0.601,0.00162,0.0927,-6.735,0.0575,95.994,4
En Kötü ihtimalle,Aşka Yürek Gerek,Mustafa Sandal,2013-01-22,223186,34,0.771,0.62,0.288,0.0,0.106,-12.794,0.0374,152.08,4
Neredesin?,Suç Bende,Mustafa Sandal,1994-07-11,203933,36,0.211,0.682,0.495,0.000768,0.0923,-15.465,0.0316,126.004,4
Adı İntikamdı,Karizma,Mustafa Sandal,2009-07-06,231866,33,0.127,0.58,0.656,3.69e-06,0.319,-6.535,0.0282,126.046,4
Kafasi Bu,Organik,Mustafa Sandal,2012-06-11,199459,31,0.182,0.746,0.743,0.0,0.145,-6.757,0.0554,98.003,4
Dön Dünya,Dön Dünya,Mustafa Sandal,2016-07-22,214813,33,0.0451,0.615,0.904,0.0184,0.573,-7.527,0.0622,127.978,4
En Büyük Hikaye/We Eftakart (Cover Version) - Coke Studio Fusion Mix,Coke Studio Fusion Series - Season 2,Various Artists,2013-01-01,249206,31,0.495,0.423,0.548,1.8e-05,0.161,-7.569,0.0471,113.388,5
Melek Yüzlüm,Devamı Var,Mustafa Sandal,2007-06-01,287746,32,0.0616,0.784,0.789,2.69e-05,0.09,-6.088,0.0379,127.992,4
Kavrulduk,İste,Mustafa Sandal,2004,240813,32,0.0939,0.731,0.897,0.00893,0.0642,-6.027,0.0413,135.006,4
Yanında,Yanında,Mustafa Sandal,2020-04-02,185994,32,0.715,0.665,0.692,0.0,0.267,-7.746,0.113,84.907,4
Kop,Aşka Yürek Gerek,Mustafa Sandal,2013-01-22,187573,31,0.0129,0.685,0.806,0.00259,0.124,-5.849,0.0315,124.967,4
Kopmam Lazım,Kop,Mustafa Sandal,2002-05-17,224293,31,0.0387,0.726,0.83,1.29e-05,0.0755,-6.273,0.0303,118.008,4
Çek Gönder,Organik,Mustafa Sandal,2012-06-11,207134,27,0.295,0.678,0.848,0.00195,0.0967,-6.013,0.0342,92.986,4
Haberi Var Mı,Sebastian,Hande Yener,2015-05-04,197644,58,0.0114,0.593,0.77,0.0,0.191,-7.146,0.0349,128.031,4
Naber?,Mükemmel,Hande Yener,2014-06-02,198661,53,0.116,0.788,0.662,0.0,0.0734,-8.508,0.0486,109.993,4
Mor,"Hepsi Hit, Vol. 1",Hande Yener,2016-06-06,188604,53,0.0748,0.704,0.934,0.0,0.0795,-4.027,0.042,105.994,4
Yalanın Batsın,Senden İbaret,Hande Yener,2000-05-31,283186,53,0.00462,0.724,0.796,6.06e-06,0.074,-6.871,0.0355,126.038,4
Sebastian,İki Deli,Hande Yener,2015,173198,52,0.0516,0.782,0.89,0.0,0.0445,-3.907,0.0396,126.976,4
Kaç,Carpe Diem,Hande Yener,2020-10-02,164732,46,0.0825,0.697,0.902,0.0158,0.346,-4.967,0.245,191.94,4
Seviyorsun,"Hepsi Hit, Vol. 1",Hande Yener,2016-06-06,219112,51,0.18,0.603,0.865,0.0,0.315,-4.984,0.081,185.95,4
Aklımda,Aklımda,Hande Yener,2022-06-24,218888,47,0.0218,0.699,0.796,0.000192,0.22,-5.028,0.0617,108.0,4
Ya Ya Ya Ya,İki Deli,Hande Yener,2015,176706,50,0.0386,0.685,0.743,0.0,0.273,-4.223,0.0367,112.017,4
Benden Sonra,"Hepsi Hit, Vol. 2",Hande Yener,2017-06-30,204537,48,0.0337,0.683,0.889,0.0,0.0649,-5.715,0.0395,120.01,4
Deli Bile,"Hepsi Hit, Vol. 1",Hande Yener,2016-06-06,229736,50,0.0842,0.727,0.853,0.0,0.0814,-5.46,0.0532,101.991,4
Acı Veriyor,Aşk Kadın Ruhundan Anlamıyor,Hande Yener,2012-06-04,324133,49,0.19,0.578,0.657,0.0,0.0968,-6.942,0.026,140.04,4
Beni Sev,Beni Sev,Hande Yener,2018-07-31,259093,48,0.00678,0.585,0.766,1.36e-05,0.422,-4.75,0.0329,110.006,4
Armağan,Aşk Kadın Ruhundan Anlamıyor,Hande Yener,2012-06-04,255333,46,0.109,0.535,0.747,0.0,0.0797,-7.172,0.0487,159.922,4
Hasta,Kraliçe,Hande Yener,2012-12-12,226903,46,0.122,0.57,0.844,0.0,0.367,-4.35,0.0493,98.0,4
Hani Bana,Mükemmel,Hande Yener,2014-06-02,227545,45,0.00435,0.715,0.757,0.0,0.113,-8.218,0.0338,123.972,4
Hoşgeldiniz,Aşk Kadın Ruhundan Anlamıyor,Hande Yener,2012-06-04,232693,44,0.419,0.728,0.822,0.0,0.148,-4.722,0.0704,101.001,4
Romeo,Nasıl Delirdim,Hande Yener,2007-06-04,313480,47,0.0269,0.692,0.56,7.37e-05,0.211,-6.323,0.0414,127.991,4
Bir Bela,Kraliçe,Hande Yener,2012-12-12,273558,44,0.477,0.335,0.846,0.0,0.206,-5.101,0.127,80.66,4
Bakıcaz,"Hepsi Hit, Vol. 2",Hande Yener,2017-06-30,222937,44,0.012,0.741,0.86,1.89e-06,0.38,-4.824,0.0348,112.009,4
Bu Yüzden,Aşk Kadın Ruhundan Anlamıyor,Hande Yener,2012-06-04,205706,43,0.126,0.789,0.725,0.0,0.0579,-7.013,0.0564,105.01,4
Atma,"Kalp Sesi (feat. İzel, Ajda Pekkan, Hande Yener, Ziynet Sali, Teodora & Elif Kaya)",Sinan Akçıl,2011-04-22,189653,44,0.051,0.675,0.953,0.0,0.3,-3.885,0.1,107.964,4
Küs,Sen Yoluna... Ben Yoluma...,Hande Yener,2002,252266,42,0.0352,0.739,0.807,1.58e-06,0.0797,-6.663,0.0407,134.974,4
Carpe Diem,Carpe Diem,Hande Yener,2020-10-02,159252,39,0.258,0.715,0.751,0.0,0.102,-5.316,0.484,113.418,3
Kim Bilebilir Aşkı,Apayrı,Hande Yener,2006-06-04,298346,41,0.00136,0.714,0.814,0.000103,0.0808,-7.01,0.0295,125.009,4
Kibir (Yanmam Lazım),Nasıl Delirdim,Hande Yener,2007-06-04,274400,39,0.0851,0.693,0.787,2.09e-05,0.265,-5.706,0.0339,123.975,4
Sen Yoluna... Ben Yoluma...,Sen Yoluna... Ben Yoluma...,Hande Yener,2002,318093,44,0.183,0.739,0.795,0.0,0.127,-5.629,0.0567,114.956,4
Emrine Amade,"Hepsi Hit, Vol. 1",Hande Yener,2016-06-06,219292,39,0.124,0.769,0.919,1.11e-05,0.037,-4.487,0.094,122.007,4
Biri Var,Biri Var (feat. Volga Tamöz),Hande Yener,2013-01-27,214000,39,0.00491,0.668,0.838,0.0,0.0805,-4.195,0.0493,130.043,4
Sevdan Olmasa,Altın Düetler,Erol Evgin,2016-05-27,250546,38,0.0561,0.727,0.788,0.0,0.156,-4.342,0.0322,99.047,4
Şansin Bol Olsun,Sen Yoluna... Ben Yoluma...,Hande Yener,2002,240760,39,0.479,0.731,0.97,0.0,0.214,-6.511,0.0766,132.944,4
Pencere,Pencere,Hande Yener,2020-03-28,216793,36,0.0804,0.611,0.58,0.0,0.596,-7.98,0.132,170.007,4
Olmazsan Olmaz,Olmazsan Olmaz,Tepki,2021-12-10,159394,36,0.0557,0.796,0.605,2.44e-06,0.16,-6.944,0.0457,113.021,4
Aşk Sandım,Carpe Diem,Hande Yener,2020-10-02,240610,34,0.0701,0.662,0.741,2.74e-05,0.104,-5.537,0.0283,109.981,4
Mendİl,Sen Yoluna... Ben Yoluma...,Hande Yener,2002,267173,36,0.756,0.611,0.515,0.0,0.138,-9.124,0.0375,104.996,4
Yola Devam,Apayrı,Hande Yener,2006-06-04,262706,35,4.66e-05,0.574,0.871,0.000174,0.104,-6.192,0.0318,133.988,4
Yoksa Mani,Senden İbaret,Hande Yener,2000-05-31,278360,37,0.026,0.676,0.92,0.0,0.21,-6.91,0.0822,125.011,4
Aşk Elinde,Carpe Diem,Hande Yener,2020-10-02,276206,34,0.0502,0.684,0.673,0.000518,0.0852,-6.344,0.0253,106.997,4
Kardan Adam,Beni Durdursan Mı ?,Gülşen,2013-02-22,244453,62,0.16,0.591,0.938,0.000141,0.111,-4.661,0.0562,93.998,4
Bir Taraf Seç,Önsöz,Gülşen,2009-03-23,277146,58,0.253,0.562,0.557,0.0,0.139,-8.02,0.0354,135.796,4
Bir İhtimal Biliyorum,Bir İhtimal Biliyorum,Gülşen,2018-12-07,210232,56,0.0183,0.692,0.518,0.0,0.284,-9.391,0.0407,98.02,4
Sarışınım,Gülshen 2005 Özel Of... Of... Albümü Ve Remixler,Gülşen,2004,186600,58,0.13,0.749,0.945,0.0,0.0615,-3.249,0.0954,101.981,4
Ezberbozan,Önsöz,Gülşen,2009-03-23,230640,53,0.408,0.703,0.868,0.0,0.193,-5.141,0.0702,90.943,4
Bangır Bangır,Bangır Bangır,Gülşen,2015-04-29,233630,55,0.00701,0.85,0.872,0.0,0.304,-4.863,0.0963,101.987,4
Nazar Değmesin,Gülshen 2005 Özel Of... Of... Albümü Ve Remixler,Gülşen,2004,280213,53,0.308,0.572,0.503,0.0,0.135,-6.029,0.0512,139.57,4
Bir Kereden Hiçbir Şey Olmaz,Bir Kereden Hiçbir Şey Olmaz,Ozan Doğulu,2022-08-05,206968,50,0.285,0.687,0.803,0.0,0.314,-6.322,0.0435,94.004,4
Büyük Hatırın Var,Bangır Bangır,Gülşen,2015-04-29,286546,55,0.000367,0.707,0.878,5.3e-05,0.0383,-5.093,0.127,127.982,4
Irgalamaz Beni,Beni Durdursan Mı ?,Gülşen,2013-02-22,221518,52,0.0328,0.689,0.868,0.0,0.0606,-2.493,0.0889,127.945,4
Sözde Ayrılık,Sözde Ayrılık,Gülşen,2011-07-08,224548,51,0.153,0.674,0.903,0.0,0.0654,-4.211,0.119,126.998,4
Adı Aşk Sebebimin,Mucize,Gülşen,2007-05-23,218600,49,0.546,0.641,0.597,0.0,0.075,-7.101,0.0471,142.029,3
Aşk Cinayet Sever,Beni Durdursan Mı ?,Gülşen,2013-02-22,263366,48,0.626,0.547,0.732,0.0,0.36,-5.021,0.0765,157.974,4
Emrin Olur,Kayahan'ın En İyileri 1,Various Artists,2015-01-01,259053,48,0.117,0.393,0.524,0.0,0.175,-6.483,0.036,114.145,3
Ellerinden Öper,Bangır Bangır,Gülşen,2015-04-29,266192,48,0.176,0.606,0.913,0.0,0.0752,-4.982,0.347,175.861,4
Önsöz,Önsöz,Gülşen,2009-03-23,194106,47,0.121,0.698,0.917,0.0,0.0817,-4.701,0.0494,172.022,4
Yatcaz Kalkcaz Ordayım,Beni Durdursan Mı ?,Gülşen,2013-02-22,234893,51,0.00245,0.755,0.916,2.68e-06,0.341,-3.883,0.0761,118.008,4
Namus,130 Bpm Quartet,Ozan Doğulu,2014,199965,47,0.00624,0.773,0.631,4.58e-05,0.0394,-7.111,0.0802,94.002,4
En Sevdiğim Yanlışım,Bangır Bangır,Gülşen,2015-04-29,240688,47,0.177,0.656,0.624,0.0,0.0963,-6.463,0.0662,139.86,4
Ya Tutarsa,Yurtta Aşk Cihanda Aşk,Gülşen,2006,235280,47,0.0856,0.797,0.712,0.0,0.0731,-5.807,0.0521,130.019,4
Bi' An Gel,Önsöz,Gülşen,2009-03-23,254173,45,0.468,0.65,0.897,0.0,0.0384,-5.544,0.0695,98.007,4
Seyre Dursun Aşk - Akustik,Beni Durdursan Mı ?,Gülşen,2013-02-22,248476,43,0.357,0.349,0.769,0.0,0.172,-4.848,0.0829,119.907,4
Dan Dan,Bangır Bangır,Gülşen,2015-04-29,195401,49,0.0721,0.804,0.8,0.0,0.288,-5.852,0.203,100.01,4
Sen Affetsen Ben Affetmem - Saygı Albümü: Bergen,Saygı Albümü: Bergen,Various Artists,2022-03-08,193485,41,0.284,0.544,0.595,0.0,0.108,-6.93,0.118,92.083,4
Gel Çarem,Be Adam,Gülşen,1996-07-11,251240,43,0.623,0.392,0.574,0.0,0.16,-6.276,0.0305,148.317,4
Acısı Bile Bal,Beni Durdursan Mı ?,Gülşen,2013-02-22,205818,43,0.116,0.649,0.931,1.68e-06,0.14,-4.265,0.0409,129.959,4
Bir Fırt Çek,Bangır Bangır,Gülşen,2015-04-29,262754,49,0.00102,0.738,0.886,0.0,0.104,-4.173,0.0466,128.035,4
Gözü Karalım,Erkeksen,Gülşen,1998,325666,42,0.336,0.489,0.57,0.0,0.0589,-9.705,0.0806,141.894,4
Ruhumu Asla,Ama Bir Farkla,Gülşen,2007-07-10,271920,40,0.154,0.753,0.827,0.0,0.0676,-5.411,0.066,88.027,4
Çelişki,Yurtta Aşk Cihanda Aşk,Gülşen,2006,265880,40,0.215,0.645,0.688,0.0,0.226,-7.616,0.0506,163.983,4
Sakıncalı - Akustik Version,Gülshen 2005 Özel Of... Of... Albümü Ve Remixler,Gülşen,2004,243026,41,0.306,0.568,0.644,0.0,0.194,-6.637,0.15,151.961,4
Yukardan Ayarlı,Önsöz,Gülşen,2009-03-23,249240,40,0.266,0.767,0.858,0.0,0.0509,-5.149,0.0782,94.004,4
Kara Böcükler,Ama Bir Farkla,Gülşen,2007-07-10,242640,38,0.163,0.722,0.834,0.0,0.0437,-4.575,0.345,171.984,4
E Bilemem Artık,Ama Bir Farkla,Gülşen,2007-07-10,274013,36,0.0112,0.754,0.881,1.28e-05,0.0987,-4.502,0.0716,125.963,4
Benim Gibi Olmayacak (feat. Serdar Ortaç),Benim Gibi Olmayacak,Tan,2011-09-19,241580,56,0.0474,0.695,0.923,0.0165,0.237,-2.607,0.0669,128.023,4
Kalbim Tatilde - Mustafa Ceceli Versiyon,Yaşam Çiçeği,Ziynet Sali,2021-04-02,165720,55,0.429,0.807,0.707,0.0,0.22,-4.65,0.0833,105.026,4
Ya El Yelil,Mezdeke 2 - Sözlü Pop Arabic / Misir Danslari,Mezdeke,2001-01-01,232266,55,0.102,0.709,0.674,3.06e-06,0.109,-13.216,0.065,162.418,4
Mucize,Dans Et,Demet Akalın,2008-03-06,284466,54,0.0146,0.639,0.852,0.000396,0.162,-7.941,0.0472,132.946,4
Kendime Sardım,Kendime Sardım,Oğuzhan Koç,2020-06-05,196556,53,0.104,0.835,0.432,2.33e-06,0.107,-7.892,0.114,95.022,4
Kandıramazsın Beni (Selam Yalnızlık),Uçacaksın,Gülben Ergen,2004-02-16,237480,53,0.169,0.626,0.697,0.0,0.0415,-8.887,0.0963,157.939,4
Nankör Kedi,Haydi Söyle,İbrahim Tatlıses,1994-08-05,229666,53,0.294,0.676,0.631,0.0,0.212,-11.372,0.0601,104.992,4
Acemi Balık,Nâlân,Nalan,2003-11-14,282493,52,0.0976,0.863,0.796,0.0,0.0525,-5.564,0.0828,114.998,4
Cevapsız Çınlama,Cevapsız Çınlama,Emrah Karaduman,2016-08-26,212535,52,0.00469,0.677,0.963,1.17e-06,0.358,-3.0,0.104,108.016,4
Arada Sırada - Dance Remix,Farkın Bu,Ajda Pekkan,2011-07-01,272640,52,0.0781,0.62,0.907,1.7e-06,0.141,-4.65,0.0452,132.074,4
Yıldızlarda Kayar,Yıldızlarda Kayar,Tan Taşçı,2008-06-26,244320,52,0.0554,0.743,0.952,0.0,0.441,-3.803,0.0589,120.086,4
Tebrikler,Devran,Merve Özbey,2019-05-24,234330,51,0.0282,0.825,0.764,3.89e-06,0.29,-6.699,0.0396,126.989,4
Manifesto,Biraz Pop Biraz Sezen,Sezen Aksu,2017-01-23,194258,51,0.116,0.743,0.798,0.0,0.343,-6.383,0.148,95.013,4
Sen Olsan Bari,Sen Olsan Bari,Aleyna Tilki,2017-07-27,180580,50,0.104,0.736,0.659,0.00141,0.147,-6.509,0.0373,97.953,4
Emret Öleyim,Daha Yolun Başındayım,Sibel Can,1999-11-12,266200,50,0.706,0.629,0.831,1.05e-05,0.092,-7.121,0.239,95.059,4
Sana Güvenmiyorum,Sana Güvenmiyorum,Zeynep Dizdar,2008-06-04,235533,48,0.168,0.736,0.836,0.0,0.0627,-5.659,0.082,127.943,4
Dert Değil,Ayrılık Olmaz,Metin Arolat,1995-05-29,221100,48,0.11,0.591,0.475,0.0,0.602,-14.165,0.0442,170.054,4
Ah Geceler,Ah Geceler,Seda Sayan,1996-01-31,249417,48,0.151,0.703,0.696,0.0,0.149,-12.271,0.0819,138.326,4
Bana da Söyle,Yaşam Çiçeği,Ziynet Sali,2021-04-02,246674,48,0.00973,0.694,0.733,3.77e-05,0.129,-6.687,0.0562,106.041,4
Seni Anan Benim Için Doğurmuş,Seni Anan Benim Için Doğurmuş,Ebru Yaşar,1999-06-07,248333,47,0.478,0.763,0.813,0.0,0.0622,-9.011,0.0625,100.022,4
Bensiz Olsun,Bensiz Olsun,Fulden Uras,2000-02-09,284706,47,0.121,0.753,0.671,0.00521,0.0389,-10.353,0.038,127.052,4
Düşün ki,Gözyaşı,Sancak,2018-06-01,182934,47,0.162,0.638,0.692,0.0,0.142,-6.864,0.0865,92.035,4
Arada Bir,Metamorfoz,Tarkan,2007-08-23,249730,46,0.18,0.907,0.753,0.000215,0.0992,-6.663,0.0871,113.013,4
İki Melek,İki Melek,Bengü,2009-06-30,251480,46,0.00685,0.705,0.93,0.000189,0.315,-4.069,0.0398,130.027,4
Çilek,Çilek,Berksan,2004-08-01,224347,46,0.0101,0.83,0.889,0.0,0.135,-8.061,0.115,122.972,4
Yıkılıyo,Yıkılıyo,Ayça,2004-07-21,287333,45,0.157,0.781,0.765,0.0,0.0771,-10.091,0.0581,89.998,4
Sana Ne,Sana Ne,Kutsi,2005-08-04,321066,45,0.101,0.788,0.917,1.64e-06,0.0629,-5.864,0.0771,110.018,4
Yaşamak Var Ya,Tam Zamanı Şimdi,Athena,2001-10-19,178173,45,0.104,0.895,0.723,0.0,0.0355,-5.29,0.0304,112.095,4
Takdir-i İlahi,Takdir-i İlahi,Oğuzhan Koç,2018-07-13,208396,44,0.0265,0.618,0.697,0.0,0.231,-7.065,0.139,120.027,4
Gülüm Benim,Gülüm Benim - Gülümse Biraz (Orjinal Kayıt),İbrahim Tatlıses,1986,249213,44,0.79,0.487,0.561,0.0,0.175,-3.111,0.0342,96.64,3
Bütün Gece,Süper,Betül Demir,2008-06-19,241866,44,0.139,0.689,0.871,2.89e-06,0.198,-5.457,0.0399,130.009,4
Gülümse Kaderine,Dudu,Tarkan,2003-06-20,229485,59,0.129,0.733,0.909,0.000626,0.0585,-7.057,0.0487,119.994,4
Sevdanın Son Vuruşu,Adımı Kalbine Yaz,Tarkan,2010-07-12,307252,55,0.0244,0.695,0.898,0.0,0.278,-3.601,0.0486,129.988,4
Salına Salına Sinsice,Ölürüm Sana,Tarkan,1997,236054,52,0.0613,0.649,0.807,5.05e-06,0.0648,-9.757,0.135,171.997,4
Hüp,Karma,Tarkan,2001,219521,53,0.123,0.727,0.916,0.000319,0.312,-7.671,0.0527,111.981,4
Her Şey Fani - Mahmut Orhan Remix,Her Şey Fani (Mahmut Orhan Remix),Tarkan,2019-04-04,310606,51,0.281,0.69,0.679,4.3e-06,0.17,-7.461,0.0331,113.019,4
Ay,Karma,Tarkan,2001,260713,53,0.00443,0.685,0.763,0.000164,0.217,-6.54,0.0839,90.01,4
Hepsi Senin Mi?,Aacayipsin,Tarkan,1994,232013,51,0.0563,0.818,0.661,2.48e-05,0.0514,-12.029,0.0672,91.005,4
Kadehinde Zehir Olsa,Ahde Vefa,Tarkan,2016-03-11,210873,45,0.00226,0.655,0.943,4.54e-05,0.18,-5.759,0.0606,133.059,4
Dön Bebeğim,Aacayipsin,Tarkan,1994,285930,47,0.651,0.38,0.462,0.0,0.0856,-14.249,0.105,175.984,4
Yolla,10,Tarkan,2017-06-29,285856,49,0.00422,0.676,0.913,2.25e-06,0.0752,-5.251,0.0537,120.003,4
Yemin Ettim,Kayahan'ın En İyileri 1,Various Artists,2015-01-01,303266,48,0.0774,0.432,0.562,0.0,0.238,-8.021,0.0343,91.977,4
Gitti Gideli,Karma,Tarkan,2001,282726,48,0.331,0.352,0.55,0.00111,0.347,-10.967,0.0555,167.664,4
Kayıp,Adımı Kalbine Yaz,Tarkan,2010-07-12,297247,48,0.167,0.625,0.851,0.0,0.0859,-5.568,0.118,157.983,4
Nasıl Geçti Habersiz,Ahde Vefa,Tarkan,2016-03-11,294863,45,0.0683,0.366,0.749,0.0,0.128,-4.651,0.0499,162.791,3
Benzemez Kimse Sana,Best of Müzeyyen Senar + Bir Ömre Bedel,Müzeyyen Senar,2013-09-09,221400,44,0.622,0.346,0.624,0.00524,0.281,-7.506,0.0389,112.375,4
Ayrılık Zor,Ayrılık Zor,Tarkan,2005-05-02,245773,46,0.421,0.53,0.689,0.0114,0.0821,-8.999,0.0551,177.946,4
